station_id,station_name,address,original_database_state,original_state_source,latitude,longitude,nearest_geographic_state,distance_to_nearest_state_boundary_km,distance_to_original_state_boundary_km,inside_another_malaysian_state,outside_malaysia_land_polygons,inside_full_resolution_geoboundaries_reference,inside_independent_arcgis_reference,inside_independent_gadm_reference,exact_coordinate_match_count,nearby_record_count_within_75m,nearby_record_count_within_250m,nearby_station_ids_within_75m,nearest_nearby_distance_metres,synthetic_demo_suspected,recommended_review_category,diagnostic
3b331bd7-50eb-4a91-a124-7dff1e4fee8e,Borneo Beach Villas,"Lebuh Harmoni 16, 20060 Kota Kinabalu, Sabah",Sabah,parsedFromAddress,6.000311,116.084535,Sabah,0.20686,0.20686,false,true,false,false,false,0,1,1,cb74628b-06d8-496f-a546-f3268d685e15,17.33,false,duplicateOrNearDuplicateCoordinate,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 0.207 km. 1 other record(s) occur within 75 m; review shared/near-shared site coordinates.
3be5ea65-4dbf-49e2-8800-6433ee7e9ec1,Setia Welcome Centre Spice,"Jalan Tun Razak 11, 57540 Bayan Baru, Penang",Penang,parsedFromAddress,5.342754,100.317717,Penang,0.603939,0.603939,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.604 km. Address state agrees; review coastal coordinate precision/source geocoding.
3e60a131-5eeb-4756-9905-fc813044d15a,Caltex Jalan Song Ban Kheng,"Persiaran Bunga Raya 9, 84420 Butterworth, Penang",Penang,parsedFromAddress,5.386319,100.358261,Penang,0.751133,0.751133,false,true,false,false,false,0,0,1,,87.09,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.751 km. Address state agrees; review coastal coordinate precision/source geocoding.
3f74e09c-6729-4216-9262-79acb2e55da4,EASTERN & ORIENTAL HOTEL,"Lebuh Indah 13, 97160 George Town, Penang",Penang,parsedFromAddress,5.406089,100.347632,Penang,0.84215,0.84215,false,true,false,false,false,0,0,1,,170.9,true,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.842 km. Address state agrees; review coastal coordinate precision/source geocoding.
40b6867d-877b-4bed-9aef-9f78669afa88,PERBADANAN KEMAJUAN PERTANIAN NEGERI PAHANG (GAMBUT),"Lebuh Tun Razak 14, 01220 Kuantan, Pahang",Pahang,parsedFromAddress,3.796098,103.343848,Pahang,0.376166,0.376166,false,true,false,false,false,0,0,1,,143.15,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Pahang at 0.376 km. Address state agrees; review coastal coordinate precision/source geocoding.
40b710eb-4ab4-4778-bbbb-985d8399e299,Shell,"Lebuh Sri 25, 41510 George Town, Penang",Penang,parsedFromAddress,5.400269,100.337267,Penang,0.314473,0.314473,false,true,false,false,false,0,0,1,,239.99,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.314 km. Address state agrees; review coastal coordinate precision/source geocoding.
40f39d39-a16b-48c7-9d8a-e3244bc044c0,Bataras Superstore Kingfisher,"Jalan Impian 7, 11580 Kota Kinabalu, Sabah",Sabah,parsedFromAddress,5.993883,116.07607,Sabah,0.240619,0.240619,false,true,false,false,false,0,1,2,87add44e-a395-4c69-8394-a20d33a66b73,16.06,false,duplicateOrNearDuplicateCoordinate,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 0.241 km. 1 other record(s) occur within 75 m; review shared/near-shared site coordinates.
41d8e02c-2f85-48fa-b276-4e0b1f11a5c0,Petronas,"Jalan Tanjung 20, 54550 Kota Kinabalu, Sabah",Sabah,parsedFromAddress,5.986577,116.06239,Sabah,0.797004,0.797004,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 0.797 km. Address state agrees; review coastal coordinate precision/source geocoding.
42b68d0e-9f0d-4b56-9867-108f2e08110a,Butterworth Arena,"Jalan Impian 2, 43640 Butterworth, Penang",Penang,parsedFromAddress,5.410245,100.354751,Penang,1.137016,1.137016,false,true,false,false,false,0,0,1,,164.91,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 1.137 km. Address state agrees; review coastal coordinate precision/source geocoding.
42f441b4-0535-4dbe-b905-f7e3ec3d9571,BERJAYA CONDOMINIUM,"Lebuh Cempaka 1, 41850 George Town, Penang",Penang,parsedFromAddress,5.41633,100.345043,Penang,0.07897,0.07897,false,true,false,false,true,0,0,0,,,false,missingGeometrySuspected,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.079 km. At least one independent ADM1 reference contains the coordinate; compare source geometries manually without automatic reassignment.
43be9b48-ef57-477e-b530-630ae6ddefe5,Starbucks Danga Bay,"Jalan Baru 2, 06020 Danga Bay, Johor Bahru, Johor",Johor,parsedFromAddress,1.456676,103.711834,Johor,0.759506,0.759506,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Johor at 0.760 km. Address state agrees; review coastal coordinate precision/source geocoding.
445494b4-f79f-492b-85b9-174b637be468,Larkin Sentral,"Jalan Tun Razak 30, 15700 Larkin, Johor Bahru, Johor",Johor,parsedFromAddress,1.475475,103.722161,Johor,0.103566,0.103566,false,true,false,true,false,0,0,2,,93.42,false,missingGeometrySuspected,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Johor at 0.104 km. At least one independent ADM1 reference contains the coordinate; compare source geometries manually without automatic reassignment.
4539079f-02ef-4ba1-b3dd-a0a32c2bed7e,PEJABAT POS BESAR MELAKA,"Lorong Anggerik 38, 39680 Melaka City, Melaka",Melaka,parsedFromAddress,2.184606,102.240301,Melaka,0.316126,0.316126,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Melaka at 0.316 km. Address state agrees; review coastal coordinate precision/source geocoding.
456cb886-85f2-4756-9b60-268ad599e12a,BS FRESHMART TANJUNG GEMOK,"Jalan Utama 26, 68680 Rompin, Pahang",Pahang,parsedFromAddress,2.922641,103.601834,Pahang,17.106088,17.106088,false,true,false,false,false,0,0,0,,,true,offshoreOrOutsideMalaysia,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Pahang at 17.106 km. Large displacement requires source-coordinate verification.
4747b259-e27e-483d-a6a1-cfbb7bc8c621,TKK MART ASAJAYA,"Jalan Indah 15, 13430 Asajaya, Sarawak",Sarawak,parsedFromAddress,1.590185,110.639196,Sarawak,0.565399,0.565399,false,true,false,false,false,0,0,0,,,true,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sarawak at 0.565 km. Address state agrees; review coastal coordinate precision/source geocoding.
48b071c3-064b-4720-a46c-5cc964fc5eb6,Econsave Raja Uda (Hypermarket | Wholesale),"Jalan Wawasan 34, 93420 Raja Uda, Butterworth, Penang",Penang,parsedFromAddress,5.41606,100.359553,Penang,0.620675,0.620675,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.621 km. Address state agrees; review coastal coordinate precision/source geocoding.
4a4fa454-6447-4cd5-b8b9-a5ae78dad966,Petron Taman Sri Muda,"71, Jalan Kapar, Jeram, 45800 Kuala Selangor, Selangor",Selangor,parsedFromAddress,3.229233,101.297604,Selangor,0.53661,0.53661,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Selangor at 0.537 km. Address state agrees; review coastal coordinate precision/source geocoding.
4ac51e57-19bf-43e9-9dfa-92ce0d61c41a,Malacca Sentral Bus,"Persiaran Kristal 26, 52980 Melaka City, Melaka",Melaka,parsedFromAddress,2.170801,102.254813,Melaka,1.277166,1.277166,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Melaka at 1.277 km. Address state agrees; review coastal coordinate precision/source geocoding.
4acc66e8-d620-4ccd-a7fe-2d6749d1da38,CYCLE & CARRIAGE BUKIT TENGAH,"Jalan Utama 9, 50890 George Town, Penang",Penang,parsedFromAddress,5.424233,100.333673,Penang,0.044758,0.044758,false,true,false,false,false,0,0,1,,143.89,true,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.045 km. Address state agrees; review coastal coordinate precision/source geocoding.
4bb172a1-3c1b-4ba5-a2c0-ac53bd5d49b2,Petronas,"Jalan Anggerik 16, 50470 George Town, Penang",Penang,parsedFromAddress,5.39833,100.336315,Penang,0.373279,0.373279,false,true,false,false,false,0,0,3,,84.35,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.373 km. Address state agrees; review coastal coordinate precision/source geocoding.
4bd64bbb-d780-4c5f-b6e6-510dbc2dc10a,Vedro Mall Melaka,"Lorong Semarak 15, 76100 Melaka City, Melaka",Melaka,parsedFromAddress,2.177112,102.239321,Melaka,1.0515,1.0515,false,true,false,false,false,0,0,2,,224.56,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Melaka at 1.052 km. Address state agrees; review coastal coordinate precision/source geocoding.
4bfbfe37-8368-4fe0-8638-0a5fac08423a,ICONIC HOTEL,"Lorong Merdeka 8, 43710 George Town, Penang",Penang,parsedFromAddress,5.415367,100.348687,Penang,0.318618,0.318618,false,true,false,false,false,0,0,1,,115.61,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.319 km. Address state agrees; review coastal coordinate precision/source geocoding.
4c4b83a5-5b1a-44f4-81c6-0fe0c7fb2a83,Pasaraya Wakaf Ummah,"Jalan Air Putih 3, 21790 Kuala Terengganu, Terengganu",Terengganu,parsedFromAddress,5.348358,103.154747,Terengganu,0.582292,0.582292,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Terengganu at 0.582 km. Address state agrees; review coastal coordinate precision/source geocoding.
4e234351-a9d8-46cc-89fa-7ff9d644e036,Petron Bandar Dungun Southbound,"Jalan Rhu Rendang 36, 23310 Dungun, Terengganu",Terengganu,parsedFromAddress,4.751934,103.438247,Terengganu,1.347688,1.347688,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Terengganu at 1.348 km. Address state agrees; review coastal coordinate precision/source geocoding.
4f2ed8bf-a9fa-4f03-b136-225c220b2316,MITC Melaka,"Persiaran Baru 37, 85090 Melaka City, Melaka",Melaka,parsedFromAddress,2.176108,102.237377,Melaka,1.268196,1.268196,false,true,false,false,false,0,0,3,,100.84,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Melaka at 1.268 km. Address state agrees; review coastal coordinate precision/source geocoding.
4ff8eafe-00d2-4550-bb1f-9da0775a6550,STARBUCKS PORT DICKSON DT,"Persiaran Merdeka 15, 06210 Port Dickson, Negeri Sembilan",Negeri Sembilan,parsedFromAddress,2.532356,101.780204,Negeri Sembilan,1.014799,1.014799,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Negeri Sembilan at 1.015 km. Address state agrees; review coastal coordinate precision/source geocoding.
50473944-4dd6-46d0-a49f-05275e0a3464,BMW SEONG HOE PREMIUM MOTORS,"Persiaran Indah 28, 42920 Melaka City, Melaka",Melaka,parsedFromAddress,2.170128,102.233846,Melaka,2.032868,2.032868,false,true,false,false,false,0,0,0,,,true,requiresManualReview,"Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Melaka at 2.033 km. Address state agrees, but the 2–5 km displacement is too large for automatic boundary-adjacent treatment."
515ba3af-e8a1-4a9e-8a56-9a8da56f61b9,Mesra Mall,"Jalan Tengku Sri 13, 22260 Kuala Terengganu, Terengganu",Terengganu,parsedFromAddress,5.338169,103.155861,Terengganu,0.0986,0.0986,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Terengganu at 0.099 km. Address state agrees; review coastal coordinate precision/source geocoding.
52e3c6dc-7947-4fe0-9363-c84f22996ac1,East Coast Mall,"Jalan Angsana 40, 10650 Kuantan, Pahang",Pahang,parsedFromAddress,3.795491,103.34133,Pahang,0.109066,0.109066,false,true,false,false,false,0,0,2,,112.75,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Pahang at 0.109 km. Address state agrees; review coastal coordinate precision/source geocoding.
52e6d2ba-d26f-4acd-9908-8feb689cbba1,Wisma Darul Iman,"Jalan Rantau 12, 21510 Kuala Terengganu, Terengganu",Terengganu,parsedFromAddress,5.346591,103.152092,Terengganu,0.252603,0.252603,false,true,false,false,false,0,0,1,,145.82,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Terengganu at 0.253 km. Address state agrees; review coastal coordinate precision/source geocoding.
53a89f26-d194-4975-bd2a-f68fd8e002fa,Penang Club,"Jalan Kenanga 2, 12680 George Town, Penang",Penang,parsedFromAddress,5.433939,100.327473,Penang,0.702128,0.702128,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.702 km. Address state agrees; review coastal coordinate precision/source geocoding.
545b606d-9afc-410c-927b-832e01922a19,THE REEF,"Jalan Indah 26, 27190 George Town, Penang",Penang,parsedFromAddress,5.421847,100.345704,Penang,0.114006,0.114006,false,true,false,false,false,0,0,1,,148.03,true,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.114 km. Address state agrees; review coastal coordinate precision/source geocoding.
54931d1e-7fe5-4f9f-9c9a-b48f4be6620a,Caltex Mersing,"Jalan Perdana 21, 53830 Mersing, Johor",Johor,parsedFromAddress,2.439706,103.845692,Johor,0.661239,0.661239,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Johor at 0.661 km. Address state agrees; review coastal coordinate precision/source geocoding.
54a21cf4-802a-4335-9574-5d18b41dce77,DOUBLETREE RESORT BY HILTON PENANG,"Jalan Impian 9, 56800 George Town, Penang",Penang,parsedFromAddress,5.425311,100.334392,Penang,0.168035,0.168035,false,true,false,false,false,0,0,3,,143.89,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.168 km. Address state agrees; review coastal coordinate precision/source geocoding.
5532f718-b37d-46d0-905e-72d649a30132,PETRON Tanjung Gemok.,"Jalan Bukit 3, 18790 Rompin, Pahang",Pahang,parsedFromAddress,2.911326,103.61516,Pahang,17.377917,17.377917,false,true,false,false,false,0,0,0,,,false,offshoreOrOutsideMalaysia,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Pahang at 17.378 km. Large displacement requires source-coordinate verification.
55a2a6ed-6c1d-427d-8779-61e968a2504a,Petron,"Jalan Bahagia 29, 30430 George Town, Penang",Penang,parsedFromAddress,5.397807,100.343983,Penang,0.977186,0.977186,false,true,false,false,false,0,0,4,,117.31,true,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.977 km. Address state agrees; review coastal coordinate precision/source geocoding.
564767ce-3aa2-4d21-8642-e1a37acb7ab7,Bataras Hypermarket,"Persiaran Tun Razak 16, 43400 Kota Kinabalu, Sabah",Sabah,parsedFromAddress,5.995177,116.056495,Sabah,0.323985,0.323985,false,true,false,false,true,0,0,0,,,false,missingGeometrySuspected,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 0.324 km. At least one independent ADM1 reference contains the coordinate; compare source geometries manually without automatic reassignment.
56a5cee5-1269-434d-b7b3-bf9f04199031,Tawau Tanjung Market,"Jalan Bunga Raya 38, 63550 Tawau, Sabah",Sabah,parsedFromAddress,4.241626,117.870695,Sabah,1.007883,1.007883,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 1.008 km. Address state agrees; review coastal coordinate precision/source geocoding.
573263ec-acfe-407d-a6c8-9344d9ab2090,Shell,"Persiaran Wawasan 21, 77690 George Town, Penang",Penang,parsedFromAddress,5.398658,100.335628,Penang,0.302661,0.302661,false,true,false,false,false,0,0,2,,84.35,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.303 km. Address state agrees; review coastal coordinate precision/source geocoding.
59a0afb6-2a48-4846-8462-27d6dfea960c,Servay Jaya Kota Marudu,"Persiaran Indah 36, 45520 Kota Marudu, Sabah",Sabah,parsedFromAddress,6.671844,116.828421,Sabah,4.046255,4.046255,false,true,false,false,false,0,0,0,,,true,requiresManualReview,"Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 4.046 km. Address state agrees, but the 2–5 km displacement is too large for automatic boundary-adjacent treatment."
5a37e752-f303-4c34-82b6-eee729f89b3a,Kedai Guan Loong,"Jalan Kristal 38, 75910 Kota Kinabalu, Sabah",Sabah,parsedFromAddress,5.97895,116.058211,Sabah,0.079073,0.079073,false,true,false,false,false,0,0,1,,227.31,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 0.079 km. Address state agrees; review coastal coordinate precision/source geocoding.
5ab949fd-fe9a-4a2a-8ec1-10dc648753be,Bayou Lagoon Water Park,"Jalan Baru 20, 28000 Melaka City, Melaka",Melaka,parsedFromAddress,2.173017,102.25161,Melaka,1.178648,1.178648,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Melaka at 1.179 km. Address state agrees; review coastal coordinate precision/source geocoding.
5adaac68-97de-4527-b51c-74aea1037266,TAMAN LEADER CONDOMINIUM,"Jalan Bukit 1, 82930 George Town, Penang",Penang,parsedFromAddress,5.431418,100.341795,Penang,0.8943,0.8943,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.894 km. Address state agrees; review coastal coordinate precision/source geocoding.
5b9cc2c8-e706-47c6-9fb0-fb79f820ba57,Shell,"Jalan Bunga Raya 37, 61400 George Town, Penang",Penang,parsedFromAddress,5.429892,100.345566,Penang,0.886264,0.886264,false,true,false,false,false,0,0,1,,249.78,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.886 km. Address state agrees; review coastal coordinate precision/source geocoding.
5c6b93c3-0b3d-4aa6-8400-377034d811b6,SOLARIA RESIDENCE,"Jalan Damai 5, 02300 George Town, Penang",Penang,parsedFromAddress,5.432378,100.347405,Penang,1.220174,1.220174,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 1.220 km. Address state agrees; review coastal coordinate precision/source geocoding.
5d449425-7da7-4fdf-9971-e8b97f3f6942,Ikan Bakar Klasik Terapung Umbai Baru,"Jalan Kristal 31, 72760 Merlimau, Jasin, Melaka",Melaka,parsedFromAddress,2.121183,102.35479,Melaka,2.159607,2.159607,false,true,false,false,false,0,0,0,,,false,requiresManualReview,"Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Melaka at 2.160 km. Address state agrees, but the 2–5 km displacement is too large for automatic boundary-adjacent treatment."
5ec5c9a7-3d53-4b1b-ae91-e5abe33d89c1,Nexus Resort & Spa Karambunai,"Jalan Tanjung 40, 32750 Karambunai, Sabah",Sabah,parsedFromAddress,6.127757,116.108664,Sabah,1.017367,1.017367,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 1.017 km. Address state agrees; review coastal coordinate precision/source geocoding.
5f1e0834-7417-4d6b-8349-2b24690f3025,Bataras Hypermarket Sandakan,"Lorong Wawasan 8, 12720 Sandakan, Sabah",Sabah,parsedFromAddress,5.843993,118.13311,Sabah,0.318185,0.318185,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 0.318 km. Address state agrees; review coastal coordinate precision/source geocoding.
608d3887-0202-4b2c-abe7-0720a4c7434f,R&R PAKA WEST BOUND,"Persiaran Batu Rakit 12, 24040 Paka, Dungun, Terengganu",Terengganu,parsedFromAddress,4.63641,103.449586,Terengganu,1.020385,1.020385,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Terengganu at 1.020 km. Address state agrees; review coastal coordinate precision/source geocoding.
61fba2e4-a6e5-4591-841d-88699963fb50,Muzium Marin Labuan,"Persiaran Permai 37, 01420 Labuan, Labuan",Labuan,parsedFromAddress,5.272152,115.249322,Labuan,0.086508,0.086508,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Labuan at 0.087 km. Address state agrees; review coastal coordinate precision/source geocoding.
6227775b-fc25-475c-a801-f726b2d75ce9,Shell,"Lebuh Utama 28, 72700 George Town, Penang",Penang,parsedFromAddress,5.396538,100.346741,Penang,1.293723,1.293723,false,true,false,false,false,0,0,2,,138.52,true,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 1.294 km. Address state agrees; review coastal coordinate precision/source geocoding.
6369dd5a-d09d-43ff-aee9-f592c27afc33,Parking Lots near Jeti Pulau Kapas,"Jalan Chukai 24, 15430 Marang, Terengganu",Terengganu,parsedFromAddress,5.204093,103.248991,Terengganu,1.869695,1.869695,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Terengganu at 1.870 km. Address state agrees; review coastal coordinate precision/source geocoding.
64c6ad61-4327-4cc0-97b2-92f11af3b6eb,Pullman Miri Waterfront,"Jalan Utama 36, 06630 Miri, Sarawak",Sarawak,parsedFromAddress,4.409418,113.982598,Sarawak,0.446725,0.446725,false,true,false,false,false,0,0,0,,,true,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sarawak at 0.447 km. Address state agrees; review coastal coordinate precision/source geocoding.
6549e87c-a3cd-4474-b8f5-b639b0f6f43d,TROPICANA BAY RESIDENCES,"Lebuh Kristal 31, 21950 George Town, Penang",Penang,parsedFromAddress,5.428133,100.341239,Penang,0.526024,0.526024,false,true,false,false,false,0,0,2,,153.09,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.526 km. Address state agrees; review coastal coordinate precision/source geocoding.
655d144c-9d11-4336-b6da-289194043046,"VILLEA PORT DICKSON, NEGERI SEMBILAN","Lorong Merdeka 6, 71400 Port Dickson, Negeri Sembilan",Negeri Sembilan,parsedFromAddress,2.510571,101.798317,Negeri Sembilan,1.147855,1.147855,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Negeri Sembilan at 1.148 km. Address state agrees; review coastal coordinate precision/source geocoding.
66095b0c-fcb9-4f30-baaf-7cbfcb7ddf0a,McDonald's Kota Masai DT,"Jalan Anggerik 7, 71830 Kota Masai, Pasir Gudang, Johor",Johor,parsedFromAddress,1.451506,103.872701,Johor,0.434154,0.434154,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Johor at 0.434 km. Address state agrees; review coastal coordinate precision/source geocoding.
6906ab62-d474-4a29-a5af-3a5fa1c6f28e,Gleneagles Hospital Penang,"Jalan Suria 21, 74530 George Town, Penang",Penang,parsedFromAddress,5.410825,100.347307,Penang,0.402649,0.402649,false,true,false,false,false,0,0,1,,153.93,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.403 km. Address state agrees; review coastal coordinate precision/source geocoding.
69359ada-3eb4-42fe-9a83-bc4b6ea5beed,PETRONAS - Bandar Kerayong,"Jalan Utama 30, 16600 Kuantan, Pahang",Pahang,parsedFromAddress,3.793018,103.34521,Pahang,0.574944,0.574944,false,true,false,false,false,0,0,0,,,true,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Pahang at 0.575 km. Address state agrees; review coastal coordinate precision/source geocoding.
6a1d47ff-9b36-4f02-8125-6a33ce642022,Servay Hypermarket,"Jalan Merdeka 29, 36320 Kota Kinabalu, Sabah",Sabah,parsedFromAddress,5.999866,116.066037,Sabah,0.115914,0.115914,false,true,false,false,true,0,0,1,,181.33,false,missingGeometrySuspected,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 0.116 km. At least one independent ADM1 reference contains the coordinate; compare source geometries manually without automatic reassignment.
6aa00c54-6468-4639-a7f9-8e9cb7346787,McDonald's Petronas Batu Ferringhi DT,"Lebuh Meranti 12, 47830 Batu Ferringhi, Penang",Penang,parsedFromAddress,5.487653,100.261054,Penang,0.656481,0.656481,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.656 km. Address state agrees; review coastal coordinate precision/source geocoding.
6fd9af80-b921-4249-a495-88094683c99d,PETRONAS Sungai Besar,"Lebuh Impian 15, 41330 Sungai Besar, Sabak Bernam, Selangor",Selangor,parsedFromAddress,3.650185,101.000431,Selangor,0.098005,0.098005,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Selangor at 0.098 km. Address state agrees; review coastal coordinate precision/source geocoding.
713ba058-8a09-436b-9eb7-1d0cd2066adf,AMARI SPICE PENANG,"Lebuh Cendana 38, 56990 Bayan Baru, Penang",Penang,parsedFromAddress,5.343928,100.32054,Penang,0.820797,0.820797,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.821 km. Address state agrees; review coastal coordinate precision/source geocoding.
73b67a93-869b-4c4c-8b44-65637fe95154,Petron Balung Taman Sawit,"Jalan Sultan 21, 14840 Balung, Tawau, Sabah",Sabah,parsedFromAddress,4.205524,117.996716,Sabah,1.766629,1.766629,false,true,false,false,false,0,0,0,,,true,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 1.767 km. Address state agrees; review coastal coordinate precision/source geocoding.
